Version,id,Level,M3 start,M3 finish,Crystall free,Get gold,Get food,Get stuff,Buy gold,Buy food,Buy stuff,Get bonus,Buy bonus,Quest complete,Buy energy,Buy charge,Buy amulet,Collection complete
v2,953807,5,121,69,14,22632,6900,3312,226,276,99,8,43,8,8,2,3,2
v2,906440,10,203,158,24,70310,33812,29546,281,338,89,28,47,32,14,14,2,8
v1,571031,1,5,5,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v1,692812,1,5,5,5,1069,0,0,0,0,0,0,0,2,0,0,0,0
v2,976995,4,37,31,11,4805,1364,2387,144,41,0,6,6,5,2,3,0,2
v1,535977,2,16,15,5,1650,1066,0,0,0,0,0,2,2,0,0,0,0
v2,885842,6,63,47,17,15651,4183,3901,313,84,39,5,19,8,6,7,7,3
v2,868366,5,109,61,15,20740,5307,2440,622,159,24,7,42,8,7,2,3,2
v1,527328,7,86,76,16,28500,8892,6840,855,534,274,33,9,8,4,7,5,3
v1,693584,7,94,84,14,31248,9072,4452,1562,635,89,34,12,11,3,4,3,3
v2,888712,1,5,5,5,1071,0,0,0,0,0,0,0,2,0,0,0,0
v2,973412,7,92,76,16,29336,7448,6688,587,298,134,10,30,12,6,8,4,3
v1,578772,6,65,55,12,14465,4400,3575,723,308,179,23,8,11,4,4,3,2
v2,870261,2,16,15,5,1590,885,0,0,0,0,0,1,2,0,0,0,0
v1,642753,5,90,56,10,16016,4984,2464,801,249,99,24,25,10,4,2,2,2
v1,597921,4,32,28,10,5600,952,1616,336,48,0,14,6,6,2,2,2,2
v2,954230,2,18,17,5,1377,1173,0,0,0,0,0,1,2,0,0,0,0
v1,645472,5,92,59,9,17641,5782,2478,529,405,50,28,26,6,4,3,2,2
v2,976995,2,16,15,6,1200,960,0,0,0,0,0,1,2,0,0,0,0
v1,540314,10,190,169,22,65910,32279,25350,1318,1291,507,69,17,24,10,11,6,5
v2,941475,2,15,14,5,1540,924,0,0,0,0,0,1,2,0,0,0,0
v2,985213,3,32,30,7,4620,900,0,185,54,0,0,5,4,0,0,2,0
v2,957240,3,27,26,8,3978,910,0,159,64,0,0,6,4,0,0,0,0
v2,978245,2,17,16,5,1856,880,0,0,0,0,0,2,2,0,0,0,0
v1,608185,8,185,102,15,30804,12444,10200,924,622,408,46,36,14,4,5,3,3
v1,477716,2,15,14,5,1218,1078,0,0,0,0,0,1,2,0,0,0,0
v1,510235,4,31,27,10,5913,1242,1918,177,75,0,14,5,5,3,2,2,1
v1,594870,2,15,15,5,1305,1056,0,0,0,0,0,2,2,0,0,0,0
v2,977882,1,5,5,5,1073,0,0,0,0,0,0,0,2,0,0,0,0
v1,503628,3,25,23,7,5014,805,0,251,56,0,0,5,4,0,0,0,0
v1,482258,2,17,17,6,1479,1062,0,0,0,0,0,2,2,0,0,0,0
v2,854648,1,5,5,5,1072,0,0,0,0,0,0,0,2,0,0,0,0
v2,885842,1,5,5,5,1077,0,0,0,0,0,0,0,2,0,0,0,0
v1,663462,9,156,129,15,38829,16512,13287,2330,1156,266,52,12,21,10,10,4,5
v1,662950,8,190,99,17,30195,11385,10494,906,911,210,49,35,18,4,6,5,4
v2,912964,4,36,31,9,6944,1426,2139,278,57,0,3,7,10,3,3,0,2
v2,904455,8,191,90,21,37710,13590,11340,377,136,227,11,50,18,5,5,5,4
v1,542287,2,18,17,7,1853,1070,0,0,0,0,0,2,2,0,0,0,0
v1,663542,5,83,51,10,13158,4029,2244,789,322,67,24,23,8,3,2,2,2
v2,949337,6,60,43,13,13889,3526,3483,139,141,35,9,18,5,4,4,6,3
v1,678068,2,18,17,6,1904,1062,0,0,0,0,0,2,2,0,0,0,0
v1,645057,4,30,27,11,4374,1134,1918,175,91,0,14,5,5,3,3,0,2
v2,872424,8,219,112,16,43792,17248,15008,438,172,150,17,63,13,10,3,6,4
v2,987612,3,35,33,7,6369,1320,0,318,79,0,0,6,4,0,0,2,0
v1,670950,5,82,50,11,14650,2900,2200,733,232,66,21,21,10,4,1,3,2
v2,979920,3,26,25,8,4475,850,0,224,51,0,0,6,4,0,0,2,0
v2,903918,3,34,33,8,6699,1254,0,402,88,0,0,6,4,3,0,1,0
v2,973412,9,156,131,24,50173,18733,16768,702,562,335,13,39,22,3,8,3,6
v2,907494,6,78,58,14,17690,4930,4234,354,99,42,11,23,12,3,6,4,4
v2,902193,2,18,17,5,1666,1105,0,0,0,0,0,2,2,0,0,0,0
v2,869434,2,15,14,6,1638,840,0,0,0,0,0,2,2,0,0,0,0
v2,979251,7,97,79,14,30968,8611,6004,619,344,120,12,28,12,6,6,6,4
v2,982407,3,28,26,7,5876,1092,0,176,76,0,0,6,4,0,0,0,0
v2,913075,2,16,15,6,1410,1065,0,0,0,0,0,2,2,0,0,0,0
v1,644674,8,179,97,16,32980,12416,11640,1979,993,466,47,30,16,7,6,4,4
v1,659634,5,81,45,9,12330,3015,1530,370,211,61,19,23,5,3,1,3,1
v1,657089,1,4,4,5,1058,0,0,0,0,0,0,0,2,0,0,0,0
v2,907494,7,96,81,13,28755,8910,6561,575,356,66,15,28,10,6,8,6,4
v1,632412,10,195,172,15,62780,27864,28208,1883,1393,564,83,14,22,7,10,7,5
v1,619050,3,32,30,7,5100,1470,0,306,74,0,0,6,4,1,0,2,0
v2,880330,3,29,28,8,5068,1400,0,304,112,0,0,6,4,1,0,0,0
v1,663026,3,27,24,9,4488,1200,0,180,60,0,0,5,4,0,0,0,0
v1,482265,7,95,84,13,30912,9324,5124,1236,653,154,34,9,9,5,6,4,3
v2,890461,5,128,63,15,20853,5292,3150,626,106,63,10,38,8,7,3,4,2
v2,979920,2,17,16,7,1744,976,0,0,0,0,0,2,2,0,0,0,0
v1,580370,8,168,94,18,29516,12220,10904,1476,978,218,44,37,19,5,5,6,3
v2,904110,10,212,161,29,68747,35259,27853,206,705,251,18,42,16,11,13,2,8
v2,957240,1,5,5,5,1071,0,0,0,0,0,0,0,2,0,0,0,0
v1,531636,3,29,26,8,4082,1014,0,163,81,0,0,5,4,0,0,2,0
v2,888677,6,63,47,14,14617,4183,3525,146,125,106,9,22,7,5,7,6,4
v2,884744,2,17,16,6,1840,896,0,0,0,0,0,2,2,0,0,0,0
v1,629251,4,32,28,10,4508,868,2120,180,69,0,14,6,3,3,2,2,2
v1,625094,6,53,46,13,13570,4002,3128,814,320,63,20,6,9,1,4,3,2
v1,620525,3,26,24,7,4320,1152,0,130,81,0,0,5,4,0,0,2,0
v2,888908,6,80,58,16,17516,5046,4524,350,151,45,9,21,11,2,4,4,3
v1,513596,5,83,48,9,13824,2448,1440,829,122,43,21,22,6,1,2,3,2
v1,558176,4,37,33,9,7590,1254,2122,304,75,0,17,7,10,0,3,1,2
v2,969780,6,66,50,14,15450,4250,4300,309,128,86,10,18,9,5,6,5,3
v2,972005,5,119,60,13,19740,5100,2400,395,153,72,9,41,7,9,3,4,2
v1,563601,5,98,61,11,17324,4270,1891,693,214,57,24,27,9,6,2,2,2
v2,879661,2,17,16,6,1920,800,0,0,0,0,0,2,2,0,0,0,0
v2,938367,5,117,61,15,21106,5124,2989,211,205,30,10,41,9,7,2,4,2
v1,679458,5,99,57,9,15903,5016,2052,954,301,41,28,23,11,4,3,3,2
v1,468838,8,176,93,19,28830,13206,10416,1442,792,312,37,32,13,5,5,4,3
v1,593667,9,153,130,23,43550,13390,14170,1307,803,567,65,10,16,6,9,6,3
v2,881770,1,4,4,5,1075,0,0,0,0,0,0,0,2,0,0,0,0
v1,688428,3,25,23,8,4623,1012,0,277,51,0,0,5,4,1,0,2,0
v2,974674,8,202,97,15,40352,14744,13483,404,147,135,13,51,12,9,4,4,3
v1,496828,3,27,25,9,3800,925,0,190,46,0,0,5,4,2,0,0,0
v1,682118,5,90,57,12,16872,5700,2280,844,399,91,25,27,7,3,3,2,2
v2,892051,3,31,29,7,6728,928,0,202,46,0,0,5,4,3,0,1,0
v1,477200,1,4,4,5,1050,0,0,0,0,0,0,0,2,0,0,0,0
v2,957080,2,17,16,7,1504,1216,0,0,0,0,0,2,2,0,0,0,0
v2,930563,10,180,142,19,61912,28400,24708,371,284,74,14,48,16,7,15,6,8
v1,477716,1,5,5,5,1052,0,0,0,0,0,0,0,2,0,0,0,0
v2,881409,6,63,46,18,14766,4140,3266,295,166,65,9,17,5,5,4,7,2
v1,655160,5,94,52,12,13052,4888,2444,653,342,73,25,24,9,3,3,2,2
v2,858036,1,5,5,5,1059,0,0,0,0,0,0,0,2,0,0,0,0
v2,904248,5,118,63,12,20727,5670,2709,622,227,27,11,41,11,5,3,4,2
v1,569976,1,4,4,5,1070,0,0,0,0,0,0,0,2,0,0,0,0
v1,591762,2,18,18,7,1566,1071,0,0,0,0,0,2,2,0,0,0,0
v2,955779,8,215,99,24,38313,16731,12474,383,335,125,15,55,17,5,3,4,3
v2,904894,2,17,16,6,1424,944,0,0,0,0,0,1,2,0,0,0,0
v1,481230,4,31,28,11,6748,1064,2204,337,85,0,14,6,3,2,3,0,2
v2,905221,3,35,34,7,8126,1258,0,244,63,0,0,6,4,2,0,1,0
v2,855658,4,45,39,10,8658,1911,3666,346,57,0,8,6,7,0,3,2,2
v2,947202,5,115,59,14,19175,4897,2950,575,147,89,11,41,9,4,3,4,2
v1,635533,10,190,165,18,58905,26895,24915,1767,807,747,69,17,31,5,10,6,4
v1,547031,7,89,77,13,25179,6853,4235,1007,548,85,34,8,14,4,6,3,3
v1,538554,5,80,50,10,12900,3750,1700,387,225,51,20,23,10,2,2,2,2
v2,943804,8,196,94,16,36754,14852,12972,735,149,130,9,56,18,9,3,7,4
v1,532723,3,30,29,9,6293,1392,0,252,70,0,0,6,4,1,0,1,0
v2,974674,2,16,15,6,1740,765,0,0,0,0,0,1,2,0,0,0,0
v1,478781,7,100,87,17,30189,7134,6438,1811,428,193,39,12,12,2,4,5,3
v1,615609,3,29,27,8,4752,1080,0,190,54,0,0,5,4,2,0,1,0
v1,661834,3,30,27,9,6264,918,0,313,55,0,0,5,4,2,0,2,0
v1,554436,10,171,147,18,51744,25431,24843,1035,1017,745,60,12,22,9,12,7,5
v2,904455,4,39,33,10,6303,1419,2310,189,43,0,4,8,9,3,3,0,2
v1,540314,5,98,60,12,15060,5280,2880,602,264,58,27,24,8,5,1,2,1
v2,967923,1,4,4,5,1056,0,0,0,0,0,0,0,2,0,0,0,0
v2,911796,5,119,62,13,20584,5518,2542,206,221,76,12,39,11,5,3,3,3
v1,482258,9,152,131,16,41265,16637,14017,2476,832,561,55,8,14,4,6,8,4
v1,583319,1,5,5,5,1050,0,0,0,0,0,0,0,2,0,0,0,0
v2,884961,4,37,32,9,7072,1376,2240,212,41,0,4,8,9,0,2,0,2
v1,615609,5,82,53,10,14787,5035,2491,444,403,75,22,25,6,6,3,2,2
v2,934408,1,4,4,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v1,650216,1,5,5,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v1,589353,4,30,26,9,5382,1118,1572,215,78,0,13,5,3,3,2,2,2
v2,869072,5,100,48,14,16752,4512,2160,503,135,43,8,29,10,9,2,3,2
v1,613525,5,94,55,13,15015,4125,2420,901,248,97,24,24,8,2,2,2,2
v1,641774,3,32,30,8,6720,1410,0,336,85,0,0,6,4,2,0,2,0
v2,912279,3,28,27,8,4968,918,0,248,46,0,0,5,4,3,0,2,0
v2,875713,2,17,16,7,1568,1264,0,0,0,0,0,2,2,0,0,0,0
v2,868847,8,208,106,22,42930,15264,13568,429,153,271,14,64,20,10,4,7,4
v1,570614,3,28,27,9,4131,864,0,207,60,0,0,5,4,2,0,1,0
v1,547565,5,82,48,11,14064,3744,1584,422,225,48,19,23,7,2,2,3,1
v1,489269,2,17,16,5,1472,1062,0,0,0,0,0,2,2,0,0,0,0
v1,679810,5,96,53,12,14999,2915,2120,900,146,64,22,26,8,5,3,2,2
v1,596412,5,90,56,11,14224,4032,2016,427,282,81,26,26,8,4,2,2,1
v1,499869,3,33,31,7,5115,1302,0,153,65,0,0,6,4,2,0,1,0
v2,964281,8,205,96,24,40320,16128,13440,806,323,269,13,48,17,7,6,6,4
v1,644674,1,4,4,5,1066,0,0,0,0,0,0,0,2,0,0,0,0
v2,855800,3,30,28,9,6272,1036,0,314,73,0,0,6,4,3,0,1,0
v2,978987,4,38,33,13,5247,1749,1848,157,70,0,3,8,8,2,3,1,3
v2,972571,5,120,67,13,22914,5628,2680,458,169,27,10,41,8,5,3,3,2
v2,958382,3,28,27,8,4374,999,0,131,80,0,0,6,4,2,0,2,0
v1,632703,4,31,27,11,6480,810,1621,389,57,0,14,5,3,3,2,2,2
v2,857948,1,4,4,5,1071,0,0,0,0,0,0,0,2,0,0,0,0
v2,929760,2,16,15,6,1440,1095,0,0,0,0,0,2,2,0,0,0,0
v2,902366,8,217,98,14,37534,15288,13328,751,306,267,20,54,18,8,6,6,4
v2,926403,1,5,5,5,1065,0,0,0,0,0,0,0,2,0,0,0,0
v2,958382,1,4,4,5,1054,0,0,0,0,0,0,0,2,0,0,0,0
v1,521330,10,169,149,24,54385,26969,26522,1632,809,796,69,10,19,10,9,8,5
v1,579712,3,33,31,9,5084,1302,0,305,91,0,0,6,4,2,0,1,0
v2,905221,5,110,58,11,19546,4930,2842,391,99,28,10,38,11,8,3,4,2
v1,579712,7,95,85,12,32470,8670,6205,974,520,186,40,9,15,6,5,6,4
v2,954556,2,18,17,6,1785,850,0,0,0,0,0,1,2,0,0,0,0
v2,883286,1,4,4,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v2,955697,4,45,38,13,9120,2052,3268,274,82,0,4,7,7,0,3,0,2
v1,471214,9,134,115,15,35420,13455,13800,1417,942,276,56,8,13,6,6,4,3
v1,510856,4,38,33,9,7788,990,2089,467,69,0,17,7,7,3,3,0,2
v2,927502,7,98,81,16,29322,8829,5832,1173,265,117,9,29,15,7,5,6,3
v1,635533,6,50,42,15,11592,2142,2394,580,171,48,20,7,5,1,5,4,2
v2,868847,3,29,28,8,6188,1372,0,186,110,0,0,6,4,0,0,0,0
v2,969461,7,93,76,13,27360,7372,5320,547,221,160,14,25,8,2,6,5,4
v2,853136,5,119,60,14,18360,5940,2880,184,238,58,8,38,11,9,3,4,2
v2,937827,8,217,102,21,39474,16524,14280,789,330,286,15,54,17,11,3,5,3
v2,896477,10,215,166,18,71380,36520,28718,143,730,144,27,48,32,12,13,5,8
v2,884231,6,74,53,18,17861,4770,4028,179,95,121,9,19,5,4,7,6,3
v1,526414,1,4,4,5,1063,0,0,0,0,0,0,0,2,0,0,0,0
v1,492198,3,33,31,9,4867,1519,0,195,106,0,0,6,4,2,0,1,0
v2,945036,3,33,32,9,6464,1440,0,194,86,0,0,5,4,1,0,1,0
v1,589353,8,179,90,20,30510,11520,9450,1831,922,284,45,27,12,6,5,5,3
v1,654136,5,89,53,9,14469,3551,2067,434,249,83,24,25,11,5,3,3,2
v1,583319,2,18,17,5,1615,1073,0,0,0,0,0,2,2,0,0,0,0
v2,859184,2,18,17,6,1547,1054,0,0,0,0,0,2,2,0,0,0,0
v2,868039,4,39,34,10,7276,1836,2074,218,73,0,6,6,7,1,3,2,2
v2,927502,2,15,14,5,1344,1120,0,0,0,0,0,2,2,0,0,0,0
v1,557447,1,4,4,5,1062,0,0,0,0,0,0,0,2,0,0,0,0
v1,651259,5,86,50,10,12500,3550,1800,625,213,54,20,22,10,4,1,3,2
v1,485955,4,32,28,10,6328,1344,2148,380,81,0,14,6,3,0,2,2,2
v2,977882,2,17,16,7,1920,1088,0,0,0,0,0,2,2,0,0,0,0
v1,697041,8,170,99,15,32373,12771,11583,1295,1022,347,45,35,13,5,4,3,4
v1,652594,1,5,5,5,1058,0,0,0,0,0,0,0,2,0,0,0,0
v1,560170,9,152,131,12,42575,17161,15327,2555,1030,307,59,10,21,3,6,6,4
v2,863815,4,38,33,9,6567,1881,2475,263,75,0,6,8,9,1,3,0,2
v2,910707,6,60,45,18,14760,4005,3735,148,80,75,7,15,9,3,5,6,3
v1,597921,10,163,145,26,52490,21895,22765,1575,876,455,58,15,23,10,11,5,4
v2,959753,2,18,17,6,1683,1275,0,0,0,0,0,2,2,0,0,0,0
v2,942486,3,35,34,8,7718,1394,0,232,84,0,0,5,4,2,0,0,0
v1,552964,4,34,30,11,4920,960,2500,246,48,0,15,6,9,3,3,1,2
v1,635533,9,144,120,12,36840,12840,12120,1105,642,364,50,8,17,2,10,4,3
v1,547953,5,100,57,11,16587,3819,2736,829,267,82,23,28,11,2,2,3,1
v1,534046,7,96,81,12,25515,8181,5994,1531,491,120,36,11,9,5,4,5,3
v2,916334,7,93,78,17,28548,8346,5928,571,334,178,9,29,12,4,4,5,3
v2,949435,6,62,47,15,14946,3901,4089,299,117,82,9,18,5,4,4,5,3
v2,854648,8,207,104,25,40352,16952,13416,807,170,268,19,57,15,5,6,7,4
v2,919863,6,61,46,12,13892,3726,3542,139,149,106,8,23,7,6,5,6,3
v1,523611,9,142,122,16,39040,16592,15372,1952,996,615,54,7,23,8,8,5,4
v2,878925,2,18,17,6,1445,1139,0,0,0,0,0,2,2,0,0,0,0
v2,977275,2,18,17,5,1972,1054,0,0,0,0,0,1,2,0,0,0,0
v2,884744,3,30,28,7,6440,1064,0,258,64,0,0,6,4,0,0,1,0
v1,552729,3,27,25,8,5900,925,0,236,74,0,0,5,4,2,0,2,0
v2,904899,3,28,27,9,5238,1296,0,262,104,0,0,6,4,0,0,1,0
v2,972455,2,15,14,6,1302,938,0,0,0,0,0,1,2,0,0,0,0
v1,506358,3,30,28,8,4480,1400,0,134,112,0,0,6,4,1,0,1,0
v1,513596,7,96,82,18,28700,8610,4264,861,603,85,37,11,16,2,5,5,3
v2,969118,3,29,27,9,6723,1026,0,269,72,0,0,6,4,0,0,1,0
v2,863972,8,201,96,18,38208,15840,11904,382,158,238,16,51,16,5,6,7,4
v1,523406,10,188,164,25,65436,26732,27552,1963,802,551,67,8,20,7,9,8,4
v1,513596,4,40,36,11,6120,1656,2224,184,99,0,18,7,11,0,3,0,2
v2,870631,3,31,29,9,6409,1392,0,256,111,0,0,6,4,2,0,0,0
v2,902284,5,100,54,14,18792,5238,2646,376,210,53,10,34,10,4,3,4,2
v2,959790,1,4,4,5,1052,0,0,0,0,0,0,0,2,0,0,0,0
v1,579712,6,67,58,10,15312,4234,3654,766,254,146,26,11,9,3,4,5,2
v1,696504,3,30,27,7,4509,1269,0,271,63,0,0,5,4,2,0,1,0
v1,613031,8,173,93,16,32364,9672,9672,971,484,387,47,37,11,5,6,3,3
v2,978245,3,27,25,8,4300,850,0,172,51,0,0,5,4,3,0,1,0
v2,959883,7,102,84,14,29736,8652,7308,595,433,219,12,30,12,3,8,3,4
v1,548249,6,70,63,13,17388,4410,3780,522,265,189,28,8,11,5,5,3,2
v1,696502,7,97,81,16,27054,8829,5103,1353,441,204,35,9,11,6,7,3,4
v2,904481,6,68,50,16,16200,4500,4400,324,90,88,6,25,7,4,5,5,3
v1,587179,8,170,102,14,31722,12954,11934,1903,1036,358,45,38,16,6,5,6,3
v2,857948,3,29,27,7,5724,1188,0,286,71,0,0,5,4,1,0,1,0
v2,964907,4,39,33,9,5808,1584,3003,232,63,0,4,6,8,1,3,2,2
v1,466050,10,187,163,24,60147,24613,25591,1804,985,768,77,8,20,6,10,6,5
v2,985213,7,103,87,13,31494,8439,6873,1260,338,206,17,32,14,8,4,6,3
v2,906514,2,18,17,7,1513,1360,0,0,0,0,0,1,2,0,0,0,0
v2,980127,4,39,33,9,5181,1749,1782,155,70,0,3,7,8,0,3,2,2
v1,676092,4,30,27,10,5103,918,1891,255,64,0,14,5,8,3,3,0,2
v2,955524,6,65,48,14,15744,4176,3552,157,167,107,6,23,9,2,5,6,4
v1,596412,6,57,49,11,13328,3430,2744,800,172,82,24,10,9,3,4,6,3
v1,685922,3,33,31,8,7564,1519,0,227,76,0,0,6,4,0,0,2,0
v1,492198,1,4,4,5,1064,0,0,0,0,0,0,0,2,0,0,0,0
v1,492324,10,195,174,21,63858,30798,29058,1277,1540,581,87,17,28,9,11,5,5
v2,946515,1,5,5,5,1062,0,0,0,0,0,0,0,2,0,0,0,0
v2,886408,7,101,83,15,32951,9130,7138,989,274,71,12,29,15,3,6,6,3
v2,946515,2,15,14,7,1582,910,0,0,0,0,0,1,2,0,0,0,0
v2,978245,4,39,33,13,5643,1419,1980,169,57,0,6,7,7,1,2,1,2
v2,951781,10,197,148,20,63344,32412,25160,253,648,176,24,49,15,13,12,6,7
v1,581492,3,29,27,8,5589,1080,0,224,54,0,0,5,4,2,0,1,0
v1,613525,9,145,123,20,42558,13530,14883,1277,947,298,49,11,18,10,7,6,5
v2,880894,9,155,124,25,45508,17732,17360,592,532,347,19,37,20,12,7,3,7
v2,903199,5,120,64,14,22080,6400,2880,662,128,86,6,40,10,10,2,3,2
v1,659634,6,57,49,10,13132,3871,3136,394,271,94,24,8,7,2,5,5,3
v1,580370,1,5,5,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v2,859859,4,42,36,12,7740,1620,1944,232,49,0,6,8,10,2,3,0,2
v1,663549,9,159,140,19,48020,17220,14420,1441,861,577,57,11,27,5,9,7,4
v2,959485,2,17,16,5,1568,1232,0,0,0,0,0,1,2,0,0,0,0
v1,565193,2,16,16,7,1840,1054,0,0,0,0,0,2,2,0,0,0,0
v1,596876,8,181,92,18,29440,11776,10764,1178,824,215,39,32,11,8,7,3,4
v2,977882,5,129,65,11,20930,5200,2990,628,104,90,8,39,9,5,2,4,2
v2,927502,5,125,59,13,19529,5605,2537,586,168,76,6,38,12,5,2,4,2
v1,677502,9,156,137,20,45484,18084,14796,1365,1266,444,69,10,22,5,8,8,4
v2,884832,1,4,4,5,1065,0,0,0,0,0,0,0,2,0,0,0,0
v1,644674,9,154,131,15,43361,16637,13362,2168,1331,267,52,8,21,6,9,5,4
v2,927502,6,63,47,11,15134,4089,3384,151,82,102,6,22,9,2,6,7,3
v1,539872,10,195,174,22,62640,28014,28362,1879,1401,567,84,12,21,12,12,5,5
v2,967787,3,30,28,8,5404,1204,0,270,72,0,0,6,4,2,0,2,0
v2,969461,8,219,101,22,39895,16059,14140,399,321,141,11,59,15,5,5,6,4
v2,975730,5,109,59,14,18290,5369,2714,183,161,27,8,41,12,9,3,3,2
v2,958382,4,44,37,13,7696,1776,2035,308,71,0,6,8,10,1,3,0,2
v2,902284,2,18,17,7,1785,1173,0,0,0,0,0,1,2,0,0,0,0
v2,852048,1,5,5,5,1069,0,0,0,0,0,0,0,2,0,0,0,0
v2,903340,5,121,64,12,19264,5824,2688,578,233,27,12,44,8,4,3,4,2
v2,864683,1,5,5,5,1073,0,0,0,0,0,0,0,2,0,0,0,0
v2,891240,5,127,71,11,23430,5751,2982,469,115,60,10,43,9,5,2,3,2
v1,644674,5,92,59,10,17228,3009,2478,861,241,99,25,27,7,4,1,3,2
v2,855303,6,74,53,18,18391,4399,4293,184,88,43,6,21,7,3,5,7,4
v1,651259,4,38,34,9,6290,1292,2462,315,103,0,17,7,7,2,3,0,2
v1,530036,7,97,87,14,29841,8700,6525,1790,609,131,44,10,16,6,6,5,4
v2,876116,5,114,64,12,22080,5376,2560,662,108,77,7,44,8,4,3,3,3
v2,864550,1,5,5,5,1079,0,0,0,0,0,0,0,2,0,0,0,0
v1,678068,4,38,34,10,5406,1088,2054,216,76,0,17,7,7,0,2,1,2
v1,497409,1,4,4,5,1070,0,0,0,0,0,0,0,2,0,0,0,0
v1,637220,1,5,5,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v1,665819,7,89,76,11,23940,7448,4180,958,596,167,33,8,10,4,7,6,3
v1,546345,6,53,47,10,14100,3619,2867,564,290,143,20,9,8,5,7,6,3
v2,944748,5,107,52,11,17264,4368,2392,518,175,24,10,34,6,5,2,4,2
v2,887202,4,37,31,13,6417,1550,3069,257,47,0,6,8,5,1,2,1,2
v2,884744,6,68,50,16,17050,4450,4500,341,178,90,10,17,9,2,6,5,3
v1,543350,5,84,54,9,14310,3132,1620,716,188,49,23,26,10,3,3,2,2
v1,552964,2,15,14,5,1344,1064,0,0,0,0,0,1,2,0,0,0,0
v1,506319,2,17,16,7,1600,1076,0,0,0,0,0,2,2,0,0,0,0
v1,514033,4,31,27,10,4995,1350,2215,250,68,0,14,5,5,2,2,0,2
v1,682448,3,32,30,9,4560,1290,0,274,90,0,0,6,4,0,0,0,0
v2,885011,4,42,35,10,6300,1820,2555,189,55,0,6,8,6,0,2,2,2
v2,886408,5,112,64,12,20160,5632,2624,605,225,79,10,40,12,10,3,3,3
v2,979251,6,75,55,13,17820,4895,4950,178,98,149,8,20,7,4,5,5,3
v2,964676,2,17,16,7,1904,1264,0,0,0,0,0,1,2,0,0,0,0
v2,910707,1,4,4,5,1076,0,0,0,0,0,0,0,2,0,0,0,0
v1,620525,1,5,5,5,1055,0,0,0,0,0,0,0,2,0,0,0,0
v1,506319,3,32,29,9,7018,1305,0,211,104,0,0,6,4,1,0,2,0
v1,492324,4,31,27,10,4185,1080,1945,209,76,0,14,5,5,0,3,1,2
v1,588838,1,4,4,5,1057,0,0,0,0,0,0,0,2,0,0,0,0
v1,565193,4,30,26,9,3952,988,2040,158,59,0,13,5,3,2,2,0,2
v2,890461,6,61,45,12,13680,3960,3150,137,79,63,6,14,5,4,5,6,3
v2,916096,4,44,37,12,6401,1480,2146,192,44,0,4,6,9,2,3,2,2
v2,955524,4,37,31,10,5456,1333,2728,164,40,0,5,8,7,1,3,0,2
v2,906217,5,111,59,12,19706,5664,2773,197,113,55,6,36,12,3,2,3,2
v1,478781,10,161,138,24,51888,23874,24564,1557,1194,737,68,11,17,6,12,6,5
v1,594870,6,61,54,14,14634,4752,3240,878,380,65,26,7,6,4,4,3,3
v2,884354,7,95,80,15,29200,8400,6400,584,420,192,11,30,12,6,5,5,4
v1,578772,4,31,27,11,5103,1026,1783,153,82,0,14,5,5,0,3,2,2
v1,477200,3,28,26,8,4212,806,0,168,56,0,0,5,4,0,0,0,0
v2,916916,2,17,16,5,1728,1200,0,0,0,0,0,2,2,0,0,0,0
v1,515971,9,149,130,23,39390,17030,13910,1576,1022,556,61,7,21,2,8,4,4
v2,858481,1,4,4,5,1078,0,0,0,0,0,0,0,2,0,0,0,0
v2,930563,8,191,92,15,35144,14996,11684,703,150,234,12,47,17,11,3,4,4
v2,876116,2,15,14,5,1582,952,0,0,0,0,0,1,2,0,0,0,0
v1,538554,6,70,59,10,15930,5546,3599,478,388,108,24,9,9,3,6,5,3
v2,964907,1,5,5,5,1077,0,0,0,0,0,0,0,2,0,0,0,0
v1,489269,3,28,26,7,6396,1274,0,192,102,0,0,5,4,1,0,2,0
v1,548249,8,172,98,19,29498,14210,11466,1475,995,344,44,36,15,4,6,6,3
v2,881684,8,212,100,14,37500,16600,13000,375,332,130,19,57,13,7,6,5,4
v1,644674,10,186,162,15,60750,30780,26244,1823,1231,525,73,13,31,12,10,6,5
v1,547031,1,5,5,5,1053,0,0,0,0,0,0,0,2,0,0,0,0
v2,915584,2,18,17,7,1564,1139,0,0,0,0,0,2,2,0,0,0,0
v1,637220,4,40,35,11,5495,1155,2295,220,69,0,18,7,4,3,3,2,2
v2,910707,4,37,32,10,5568,1728,2624,167,52,0,6,8,5,2,3,0,2
v2,856206,9,164,138,20,53682,20562,16698,376,617,167,14,44,26,3,9,3,6
v1,596412,9,153,127,23,41656,18034,16383,1666,1443,328,52,8,17,3,9,8,3
v1,532723,8,169,90,18,28350,11610,9180,1134,813,184,45,28,15,5,5,6,4
v2,973412,2,18,17,7,1700,935,0,0,0,0,0,1,2,0,0,0,0
v1,507057,7,91,79,10,30810,9243,7347,1849,739,147,34,8,13,5,7,4,4
v1,637968,9,150,135,15,41445,14985,15660,2487,1049,626,59,9,20,9,10,6,4
